Bundling 6%
Bundling 17%
Bundling 64%
Bundling 70%
Bundling 75%
Bundling 80%
Bundling 85%
Bundling 91%
Bundling 98%
Bundling 100%
Getting composition
Composition          Explainer
Codec                h264
Output               ../projects/import-china-india-te/renders/ch13.mp4
Concurrency          8x
Rendered 0/4051
Rendered 1/4051, time remaining: 48m 44s
Rendered 622/4051, time remaining: 1m 36s
Rendered 623/4051, time remaining: 1m 36s
Rendered 624/4051, time remaining: 1m 36s
Rendered 625/4051, time remaining: 1m 36s
Rendered 626/4051, time remaining: 1m 38s
Rendered 627/4051, time remaining: 1m 39s
Rendered 628/4051, time remaining: 1m 39s
Rendered 629/4051, time remaining: 1m 40s
Rendered 630/4051, time remaining: 1m 40s
Rendered 631/4051, time remaining: 1m 41s
Rendered 632/4051, time remaining: 1m 41s
Rendered 633/4051, time remaining: 1m 41s
Rendered 634/4051, time remaining: 1m 40s
Rendered 635/4051, time remaining: 1m 39s
Rendered 636/4051, time remaining: 1m 38s
Rendered 637/4051, time remaining: 1m 39s
Rendered 638/4051, time remaining: 1m 41s
Rendered 639/4051, time remaining: 1m 41s
Rendered 640/4051, time remaining: 1m 41s
Rendered 641/4051, time remaining: 1m 40s
Rendered 642/4051, time remaining: 1m 38s
Rendered 643/4051, time remaining: 1m 38s
Rendered 644/4051, time remaining: 1m 38s
Rendered 645/4051, time remaining: 1m 37s
Rendered 646/4051, time remaining: 1m 40s
Rendered 647/4051, time remaining: 1m 40s
Rendered 648/4051, time remaining: 1m 41s
Rendered 649/4051, time remaining: 1m 41s
Rendered 650/4051, time remaining: 1m 39s
Rendered 651/4051, time remaining: 1m 40s
Rendered 652/4051, time remaining: 1m 38s
Rendered 653/4051, time remaining: 1m 40s
Rendered 654/4051, time remaining: 1m 38s
Rendered 655/4051, time remaining: 1m 37s
Rendered 656/4051, time remaining: 1m 38s
Rendered 657/4051, time remaining: 1m 41s
Rendered 658/4051, time remaining: 1m 39s
Rendered 659/4051, time remaining: 1m 37s
Rendered 660/4051, time remaining: 1m 37s
Rendered 661/4051, time remaining: 1m 38s
Rendered 662/4051, time remaining: 1m 36s
Rendered 663/4051, time remaining: 1m 36s
Rendered 664/4051, time remaining: 1m 39s
Rendered 665/4051, time remaining: 1m 39s
Rendered 666/4051, time remaining: 1m 38s
Rendered 667/4051, time remaining: 1m 37s
Rendered 668/4051, time remaining: 1m 37s
Rendered 669/4051, time remaining: 1m 36s
Rendered 670/4051, time remaining: 1m 37s
Rendered 671/4051, time remaining: 1m 38s
Rendered 672/4051, time remaining: 1m 40s
Rendered 673/4051, time remaining: 1m 39s
Rendered 674/4051, time remaining: 1m 37s
Rendered 675/4051, time remaining: 1m 37s
Rendered 676/4051, time remaining: 1m 37s
Rendered 677/4051, time remaining: 1m 37s
Rendered 678/4051, time remaining: 1m 37s
Rendered 679/4051, time remaining: 1m 38s
Rendered 680/4051, time remaining: 1m 37s
Rendered 681/4051, time remaining: 1m 39s
Rendered 682/4051, time remaining: 1m 39s
Rendered 683/4051, time remaining: 1m 39s
Rendered 684/4051, time remaining: 1m 38s
Rendered 685/4051, time remaining: 1m 38s
Rendered 686/4051, time remaining: 1m 39s
Rendered 687/4051, time remaining: 1m 37s
Rendered 688/4051, time remaining: 1m 36s
Rendered 689/4051, time remaining: 1m 38s
Rendered 690/4051, time remaining: 1m 39s
Rendered 691/4051, time remaining: 1m 39s
Rendered 692/4051, time remaining: 1m 38s
Rendered 693/4051, time remaining: 1m 38s
Rendered 694/4051, time remaining: 1m 39s
Rendered 695/4051, time remaining: 1m 36s
Rendered 696/4051, time remaining: 1m 36s
Rendered 697/4051, time remaining: 1m 38s
Rendered 698/4051, time remaining: 1m 38s
Rendered 699/4051, time remaining: 1m 38s
Rendered 700/4051, time remaining: 1m 39s
Rendered 701/4051, time remaining: 1m 38s
Rendered 702/4051, time remaining: 1m 37s
Rendered 703/4051, time remaining: 1m 36s
Rendered 704/4051, time remaining: 1m 37s
Rendered 705/4051, time remaining: 1m 37s
Rendered 706/4051, time remaining: 1m 39s
Rendered 707/4051, time remaining: 1m 39s
Rendered 708/4051, time remaining: 1m 37s
Rendered 709/4051, time remaining: 1m 37s
Rendered 710/4051, time remaining: 1m 37s
Rendered 711/4051, time remaining: 1m 38s
Rendered 712/4051, time remaining: 1m 37s
Rendered 713/4051, time remaining: 1m 36s
Rendered 714/4051, time remaining: 1m 38s
Rendered 715/4051, time remaining: 1m 38s
Rendered 716/4051, time remaining: 1m 36s
Rendered 717/4051, time remaining: 1m 36s
Rendered 718/4051, time remaining: 1m 37s
Rendered 719/4051, time remaining: 1m 40s
Rendered 720/4051, time remaining: 1m 40s
Rendered 721/4051, time remaining: 1m 39s
Rendered 722/4051, time remaining: 1m 39s
Rendered 723/4051, time remaining: 1m 39s
Rendered 724/4051, time remaining: 1m 36s
Rendered 725/4051, time remaining: 1m 36s
Rendered 726/4051, time remaining: 1m 37s
Rendered 727/4051, time remaining: 1m 39s
Rendered 728/4051, time remaining: 1m 39s
Rendered 729/4051, time remaining: 1m 39s
Rendered 730/4051, time remaining: 1m 40s
Rendered 731/4051, time remaining: 1m 37s
Rendered 732/4051, time remaining: 1m 37s
Rendered 733/4051, time remaining: 1m 37s
Rendered 734/4051, time remaining: 1m 37s
Rendered 735/4051, time remaining: 1m 38s
Rendered 736/4051, time remaining: 1m 38s
Rendered 737/4051, time remaining: 1m 38s
Rendered 738/4051, time remaining: 1m 39s
Rendered 739/4051, time remaining: 1m 38s
Rendered 740/4051, time remaining: 1m 37s
Rendered 741/4051, time remaining: 1m 35s
Rendered 742/4051, time remaining: 1m 37s
Rendered 743/4051, time remaining: 1m 39s
Rendered 744/4051, time remaining: 1m 38s
Rendered 745/4051, time remaining: 1m 37s
Rendered 746/4051, time remaining: 1m 36s
Rendered 747/4051, time remaining: 1m 37s
Rendered 748/4051, time remaining: 1m 37s
Rendered 749/4051, time remaining: 1m 37s
Rendered 750/4051, time remaining: 1m 37s
Rendered 751/4051, time remaining: 1m 40s
Rendered 752/4051, time remaining: 1m 37s
Rendered 753/4051, time remaining: 1m 38s
Rendered 754/4051, time remaining: 1m 37s
Rendered 755/4051, time remaining: 1m 37s
Rendered 756/4051, time remaining: 1m 37s
Rendered 757/4051, time remaining: 1m 36s
Rendered 758/4051, time remaining: 1m 36s
Rendered 759/4051, time remaining: 1m 40s
Rendered 760/4051, time remaining: 1m 38s
Rendered 761/4051, time remaining: 1m 38s
Rendered 762/4051, time remaining: 1m 38s
Rendered 763/4051, time remaining: 1m 38s
Rendered 764/4051, time remaining: 1m 37s
Rendered 765/4051, time remaining: 1m 39s
Rendered 766/4051, time remaining: 1m 39s
Rendered 767/4051, time remaining: 1m 40s
Rendered 768/4051, time remaining: 1m 36s
Rendered 769/4051, time remaining: 1m 37s
Rendered 770/4051, time remaining: 1m 38s
Rendered 771/4051, time remaining: 1m 38s
Rendered 772/4051, time remaining: 1m 38s
Rendered 773/4051, time remaining: 1m 39s
Rendered 774/4051, time remaining: 1m 39s
Rendered 775/4051, time remaining: 1m 38s
Rendered 776/4051, time remaining: 1m 38s
Rendered 777/4051, time remaining: 1m 38s
Rendered 778/4051, time remaining: 1m 38s
Rendered 779/4051, time remaining: 1m 36s
Rendered 780/4051, time remaining: 1m 37s
Rendered 781/4051, time remaining: 1m 36s
Rendered 782/4051, time remaining: 1m 36s
Rendered 783/4051, time remaining: 1m 37s
Rendered 784/4051, time remaining: 1m 38s
Rendered 785/4051, time remaining: 1m 38s
Rendered 786/4051, time remaining: 1m 37s
Rendered 787/4051, time remaining: 1m 37s
Rendered 788/4051, time remaining: 1m 35s
Rendered 789/4051, time remaining: 1m 36s
Rendered 790/4051, time remaining: 1m 37s
Rendered 791/4051, time remaining: 1m 37s
Rendered 792/4051, time remaining: 1m 39s
Rendered 793/4051, time remaining: 1m 38s
Rendered 794/4051, time remaining: 1m 38s
Rendered 795/4051, time remaining: 1m 38s
Rendered 796/4051, time remaining: 1m 35s
Rendered 797/4051, time remaining: 1m 35s
Rendered 798/4051, time remaining: 1m 36s
Rendered 799/4051, time remaining: 1m 36s
Rendered 800/4051, time remaining: 1m 36s
Rendered 801/4051, time remaining: 1m 36s
Rendered 802/4051, time remaining: 1m 38s
Rendered 803/4051, time remaining: 1m 37s
Rendered 804/4051, time remaining: 1m 37s
Rendered 805/4051, time remaining: 1m 37s
Rendered 806/4051, time remaining: 1m 37s
Rendered 807/4051, time remaining: 1m 34s
Rendered 808/4051, time remaining: 1m 36s
Rendered 809/4051, time remaining: 1m 37s
Rendered 810/4051, time remaining: 1m 38s
Rendered 811/4051, time remaining: 1m 37s
Rendered 812/4051, time remaining: 1m 37s
Rendered 813/4051, time remaining: 1m 37s
Rendered 814/4051, time remaining: 1m 36s
Rendered 815/4051, time remaining: 1m 36s
Rendered 816/4051, time remaining: 1m 35s
Rendered 817/4051, time remaining: 1m 35s
Rendered 818/4051, time remaining: 1m 36s
Rendered 819/4051, time remaining: 1m 36s
Rendered 820/4051, time remaining: 1m 37s
Rendered 821/4051, time remaining: 1m 38s
Rendered 822/4051, time remaining: 1m 35s
Rendered 823/4051, time remaining: 1m 35s
Rendered 824/4051, time remaining: 1m 35s
Rendered 825/4051, time remaining: 1m 35s
Rendered 826/4051, time remaining: 1m 36s
Rendered 827/4051, time remaining: 1m 36s
Rendered 828/4051, time remaining: 1m 38s
Rendered 829/4051, time remaining: 1m 38s
Rendered 830/4051, time remaining: 1m 37s
Rendered 831/4051, time remaining: 1m 35s
Rendered 832/4051, time remaining: 1m 34s
Rendered 833/4051, time remaining: 1m 34s
Rendered 834/4051, time remaining: 1m 35s
Rendered 835/4051, time remaining: 1m 35s
Rendered 836/4051, time remaining: 1m 36s
Rendered 837/4051, time remaining: 1m 37s
Rendered 838/4051, time remaining: 1m 36s
Rendered 839/4051, time remaining: 1m 35s
Rendered 840/4051, time remaining: 1m 33s
Rendered 841/4051, time remaining: 1m 35s
Rendered 842/4051, time remaining: 1m 35s
Rendered 843/4051, time remaining: 1m 35s
Rendered 844/4051, time remaining: 1m 36s
Rendered 845/4051, time remaining: 1m 36s
Rendered 846/4051, time remaining: 1m 36s
Rendered 847/4051, time remaining: 1m 34s
Rendered 848/4051, time remaining: 1m 34s
Rendered 849/4051, time remaining: 1m 36s
Rendered 850/4051, time remaining: 1m 35s
Rendered 851/4051, time remaining: 1m 35s
Rendered 852/4051, time remaining: 1m 37s
Rendered 853/4051, time remaining: 1m 35s
Rendered 854/4051, time remaining: 1m 35s
Rendered 855/4051, time remaining: 1m 37s
Rendered 856/4051, time remaining: 1m 34s
Rendered 857/4051, time remaining: 1m 34s
Rendered 858/4051, time remaining: 1m 34s
Rendered 859/4051, time remaining: 1m 36s
Rendered 860/4051, time remaining: 1m 37s
Rendered 861/4051, time remaining: 1m 35s
Rendered 862/4051, time remaining: 1m 35s
Rendered 863/4051, time remaining: 1m 38s
Rendered 864/4051, time remaining: 1m 35s
Rendered 865/4051, time remaining: 1m 35s
Rendered 866/4051, time remaining: 1m 35s
Rendered 867/4051, time remaining: 1m 36s
Rendered 868/4051, time remaining: 1m 36s
Rendered 869/4051, time remaining: 1m 33s
Rendered 870/4051, time remaining: 1m 32s
Rendered 871/4051, time remaining: 1m 36s
Rendered 872/4051, time remaining: 1m 35s
Rendered 873/4051, time remaining: 1m 35s
Rendered 874/4051, time remaining: 1m 35s
Rendered 875/4051, time remaining: 1m 36s
Rendered 876/4051, time remaining: 1m 35s
Rendered 877/4051, time remaining: 1m 33s
Rendered 878/4051, time remaining: 1m 33s
Rendered 879/4051, time remaining: 1m 36s
Rendered 880/4051, time remaining: 1m 34s
Rendered 881/4051, time remaining: 1m 34s
Rendered 882/4051, time remaining: 1m 34s
Rendered 883/4051, time remaining: 1m 34s
Rendered 884/4051, time remaining: 1m 36s
Rendered 885/4051, time remaining: 1m 35s
Rendered 886/4051, time remaining: 1m 34s
Rendered 887/4051, time remaining: 1m 34s
Rendered 888/4051, time remaining: 1m 34s
Rendered 889/4051, time remaining: 1m 34s
Rendered 890/4051, time remaining: 1m 35s
Rendered 891/4051, time remaining: 1m 36s
Rendered 892/4051, time remaining: 1m 35s
Rendered 893/4051, time remaining: 1m 34s
Rendered 894/4051, time remaining: 1m 34s
Rendered 895/4051, time remaining: 1m 34s
Rendered 896/4051, time remaining: 1m 33s
Rendered 897/4051, time remaining: 1m 35s
Rendered 898/4051, time remaining: 1m 35s
Rendered 899/4051, time remaining: 1m 35s
Rendered 900/4051, time remaining: 1m 35s
Rendered 901/4051, time remaining: 1m 34s
Rendered 902/4051, time remaining: 1m 34s
Rendered 903/4051, time remaining: 1m 33s
Rendered 904/4051, time remaining: 1m 33s
Rendered 905/4051, time remaining: 1m 34s
Rendered 906/4051, time remaining: 1m 34s
Rendered 907/4051, time remaining: 1m 36s
Rendered 908/4051, time remaining: 1m 36s
Rendered 909/4051, time remaining: 1m 33s
Rendered 910/4051, time remaining: 1m 33s
Rendered 911/4051, time remaining: 1m 33s
Rendered 912/4051, time remaining: 1m 35s
Rendered 913/4051, time remaining: 1m 36s
Rendered 914/4051, time remaining: 1m 35s
Rendered 915/4051, time remaining: 1m 35s
Rendered 916/4051, time remaining: 1m 35s
Rendered 917/4051, time remaining: 1m 34s
Rendered 918/4051, time remaining: 1m 34s
Rendered 919/4051, time remaining: 1m 36s
Rendered 920/4051, time remaining: 1m 34s
Rendered 921/4051, time remaining: 1m 36s
Rendered 922/4051, time remaining: 1m 35s
Rendered 923/4051, time remaining: 1m 34s
Rendered 924/4051, time remaining: 1m 34s
Rendered 925/4051, time remaining: 1m 34s
Rendered 926/4051, time remaining: 1m 33s
Rendered 927/4051, time remaining: 1m 32s
Rendered 928/4051, time remaining: 1m 36s
Rendered 929/4051, time remaining: 1m 36s
Rendered 930/4051, time remaining: 1m 36s
Rendered 931/4051, time remaining: 1m 34s
Rendered 932/4051, time remaining: 1m 35s
Rendered 933/4051, time remaining: 1m 35s
Rendered 934/4051, time remaining: 1m 33s
Rendered 935/4051, time remaining: 1m 33s
Rendered 936/4051, time remaining: 1m 36s
Rendered 937/4051, time remaining: 1m 35s
Rendered 938/4051, time remaining: 1m 37s
Rendered 939/4051, time remaining: 1m 36s
Rendered 940/4051, time remaining: 1m 35s
Rendered 941/4051, time remaining: 1m 36s
Rendered 942/4051, time remaining: 1m 33s
Rendered 943/4051, time remaining: 1m 34s
Rendered 944/4051, time remaining: 1m 36s
Rendered 945/4051, time remaining: 1m 36s
Rendered 946/4051, time remaining: 1m 37s
Rendered 947/4051, time remaining: 1m 37s
Rendered 948/4051, time remaining: 1m 35s
Rendered 949/4051, time remaining: 1m 37s
Rendered 950/4051, time remaining: 1m 36s
Rendered 951/4051, time remaining: 1m 36s
Rendered 952/4051, time remaining: 1m 35s
Rendered 953/4051, time remaining: 1m 35s
Rendered 954/4051, time remaining: 1m 35s
Rendered 955/4051, time remaining: 1m 35s
Rendered 956/4051, time remaining: 1m 35s
Rendered 957/4051, time remaining: 1m 38s
Rendered 958/4051, time remaining: 1m 36s
Rendered 959/4051, time remaining: 1m 36s
Rendered 960/4051, time remaining: 1m 35s
Rendered 961/4051, time remaining: 1m 35s
Rendered 962/4051, time remaining: 1m 35s
Rendered 963/4051, time remaining: 1m 35s
Rendered 964/4051, time remaining: 1m 36s
Rendered 965/4051, time remaining: 1m 37s
Rendered 966/4051, time remaining: 1m 36s
Rendered 967/4051, time remaining: 1m 36s
Rendered 968/4051, time remaining: 1m 35s
Rendered 969/4051, time remaining: 1m 35s
Rendered 970/4051, time remaining: 1m 36s
Rendered 971/4051, time remaining: 1m 34s
Rendered 972/4051, time remaining: 1m 37s
Rendered 973/4051, time remaining: 1m 36s
Rendered 974/4051, time remaining: 1m 36s
Rendered 975/4051, time remaining: 1m 37s
Rendered 976/4051, time remaining: 1m 36s
Rendered 977/4051, time remaining: 1m 36s
Rendered 978/4051, time remaining: 1m 34s
Rendered 979/4051, time remaining: 1m 35s
Rendered 980/4051, time remaining: 1m 35s
Rendered 981/4051, time remaining: 1m 37s
Rendered 982/4051, time remaining: 1m 38s
Rendered 983/4051, time remaining: 1m 37s
Rendered 984/4051, time remaining: 1m 36s
Rendered 985/4051, time remaining: 1m 36s
Rendered 986/4051, time remaining: 1m 35s
Rendered 987/4051, time remaining: 1m 35s
Rendered 988/4051, time remaining: 1m 35s
Rendered 989/4051, time remaining: 1m 37s
Rendered 990/4051, time remaining: 1m 37s
Rendered 991/4051, time remaining: 1m 35s
Rendered 992/4051, time remaining: 1m 37s
Rendered 993/4051, time remaining: 1m 37s
Rendered 994/4051, time remaining: 1m 36s
Rendered 995/4051, time remaining: 1m 37s
Rendered 996/4051, time remaining: 1m 37s
Rendered 997/4051, time remaining: 1m 37s
Rendered 998/4051, time remaining: 1m 36s
Rendered 999/4051, time remaining: 1m 36s
Rendered 1000/4051, time remaining: 1m 36s
Rendered 1001/4051, time remaining: 1m 36s
Rendered 1002/4051, time remaining: 1m 34s
Rendered 1003/4051, time remaining: 1m 38s
Rendered 1004/4051, time remaining: 1m 38s
Rendered 1005/4051, time remaining: 1m 36s
Rendered 1006/4051, time remaining: 1m 36s
Rendered 1007/4051, time remaining: 1m 36s
Rendered 1008/4051, time remaining: 1m 36s
Rendered 1009/4051, time remaining: 1m 35s
Rendered 1010/4051, time remaining: 1m 36s
Rendered 1011/4051, time remaining: 1m 36s
Rendered 1012/4051, time remaining: 1m 37s
Rendered 1013/4051, time remaining: 1m 34s
Rendered 1014/4051, time remaining: 1m 34s
Rendered 1015/4051, time remaining: 1m 36s
Rendered 1016/4051, time remaining: 1m 36s
Rendered 1017/4051, time remaining: 1m 35s
Rendered 1018/4051, time remaining: 1m 35s
Rendered 1019/4051, time remaining: 1m 36s
Rendered 1020/4051, time remaining: 1m 37s
Rendered 1021/4051, time remaining: 1m 35s
Rendered 1022/4051, time remaining: 1m 35s
Rendered 1023/4051, time remaining: 1m 35s
Rendered 1024/4051, time remaining: 1m 35s
Rendered 1025/4051, time remaining: 1m 34s
Rendered 1026/4051, time remaining: 1m 36s
Rendered 1027/4051, time remaining: 1m 36s
Rendered 1028/4051, time remaining: 1m 37s
Rendered 1029/4051, time remaining: 1m 34s
Rendered 1030/4051, time remaining: 1m 34s
Rendered 1031/4051, time remaining: 1m 35s
Rendered 1032/4051, time remaining: 1m 37s
Rendered 1033/4051, time remaining: 1m 37s
Rendered 1034/4051, time remaining: 1m 34s
Rendered 1035/4051, time remaining: 1m 34s
Rendered 1036/4051, time remaining: 1m 35s
Rendered 1037/4051, time remaining: 1m 36s
Rendered 1038/4051, time remaining: 1m 35s
Rendered 1039/4051, time remaining: 1m 35s
Rendered 1040/4051, time remaining: 1m 36s
Rendered 1041/4051, time remaining: 1m 36s
Rendered 1042/4051, time remaining: 1m 34s
Rendered 1043/4051, time remaining: 1m 34s
Rendered 1044/4051, time remaining: 1m 36s
Rendered 1045/4051, time remaining: 1m 36s
Rendered 1046/4051, time remaining: 1m 36s
Rendered 1047/4051, time remaining: 1m 35s
Rendered 1048/4051, time remaining: 1m 35s
Rendered 1049/4051, time remaining: 1m 33s
Rendered 1050/4051, time remaining: 1m 33s
Rendered 1051/4051, time remaining: 1m 35s
Rendered 1052/4051, time remaining: 1m 35s
Rendered 1053/4051, time remaining: 1m 35s
Rendered 1054/4051, time remaining: 1m 35s
Rendered 1055/4051, time remaining: 1m 34s
Rendered 1056/4051, time remaining: 1m 35s
Rendered 1057/4051, time remaining: 1m 33s
Rendered 1058/4051, time remaining: 1m 33s
Rendered 1059/4051, time remaining: 1m 35s
Rendered 1060/4051, time remaining: 1m 35s
Rendered 1061/4051, time remaining: 1m 36s
Rendered 1062/4051, time remaining: 1m 34s
Rendered 1063/4051, time remaining: 1m 33s
Rendered 1064/4051, time remaining: 1m 33s
Rendered 1065/4051, time remaining: 1m 33s
Rendered 1066/4051, time remaining: 1m 34s
Rendered 1067/4051, time remaining: 1m 34s
Rendered 1068/4051, time remaining: 1m 36s
Rendered 1069/4051, time remaining: 1m 34s
Rendered 1070/4051, time remaining: 1m 33s
Rendered 1071/4051, time remaining: 1m 32s
Rendered 1072/4051, time remaining: 1m 32s
Rendered 1073/4051, time remaining: 1m 35s
Rendered 1074/4051, time remaining: 1m 35s
